,designer,collections,first_season,consistency,prevalence,class
106,fashion-east,31,2006.0,0.8611111111111112,0.8288530465949822,4
107,ports-1961,31,2008.1,1.0,0.967741935483871,6
108,issey-miyake,31,1995.0,0.5344827586206896,0.5022246941045606,3
109,emanuel-ungaro,31,2000.1,0.6595744680851063,0.6273164035689773,3
110,matthew-williamson,31,2000.0,0.6458333333333334,0.6135752688172044,3
111,vivienne-tam,31,2000.0,0.6458333333333334,0.6135752688172044,3
112,duro-olowu,31,2007.1,0.9393939393939394,0.9071358748778104,4
113,reem-acra,31,2007.1,0.9393939393939394,0.9071358748778104,4
114,lacoste,31,2006.0,0.8611111111111112,0.8288530465949822,4
115,tibi,30,2009.0,1.0,0.9666666666666667,6
116,viktor-rolf,30,2001.0,0.6521739130434783,0.618840579710145,3
117,victoria-beckham,30,2009.0,1.0,0.9666666666666667,6
118,alexander-wang,29,2007.1,0.8787878787878788,0.8443051201671892,4
119,acne-studios,29,2009.1,1.0,0.9655172413793104,6
120,isabel-marant,29,2009.1,1.0,0.9655172413793104,6
121,versus-versace,29,1997.0,0.5370370370370371,0.5025542784163475,3
122,altuzarra,29,2009.1,1.0,0.9655172413793104,6
123,thakoon,29,2005.0,0.7631578947368421,0.7286751361161525,3
124,marc-by-marc-jacobs,29,2001.1,0.6444444444444445,0.6099616858237549,3
125,marchesa,29,2007.0,0.8529411764705882,0.8184584178498986,4
126,sacai,28,2010.0,1.0,0.9642857142857143,6
127,libertine,28,2004.1,0.717948717948718,0.6822344322344323,3
128,threeasfour,28,2006.1,0.8,0.7642857142857143,4
129,haider-ackermann,28,2004.0,0.7,0.6642857142857143,3
130,karen-walker,28,2007.0,0.8235294117647058,0.7878151260504201,4
131,prabal-gurung,28,2009.1,0.9655172413793104,0.9298029556650247,5
132,bibhu-mohapatra,28,2009.1,0.9655172413793104,0.9298029556650247,5
133,tse,28,2000.0,0.5833333333333334,0.5476190476190477,3
134,sharon-wauchob,27,2010.0,0.9642857142857143,0.9272486772486772,5
135,veronique-branquinho,27,2001.1,0.6,0.5629629629629629,3
136,no-21,27,2010.1,1.0,0.962962962962963,6
137,christian-siriano,27,2010.1,1.0,0.962962962962963,6
138,sportmax,27,2000.0,0.5625,0.525462962962963,3
139,barbara-tfank,27,2008.0,0.84375,0.806712962962963,4
140,paco-rabanne,27,2005.1,0.7297297297297297,0.6926926926926926,3
141,peter-jensen,27,2005.0,0.7105263157894737,0.6734892787524367,3
142,pringle-of-scotland,27,2007.0,0.7941176470588235,0.7570806100217864,4
143,julien-macdonald,27,2000.0,0.5625,0.525462962962963,3
144,dennis-basso,27,2007.1,0.8181818181818182,0.7811447811447811,4
145,jeremy-scott,27,2000.0,0.5625,0.525462962962963,3
146,row,27,2010.1,1.0,0.962962962962963,6
147,sachin-babi,26,2011.0,1.0,0.9615384615384616,6
148,gareth-pugh,26,2006.1,0.7428571428571429,0.7043956043956044,3
149,bally,26,2002.0,0.5909090909090909,0.5524475524475525,3
150,peter-som,26,2002.1,0.6046511627906976,0.5661896243291592,3
151,iceberg,26,2000.0,0.5416666666666666,0.5032051282051282,3
152,betsey-johnson,26,2000.0,0.5416666666666666,0.5032051282051282,3
153,david-koma,26,2011.0,1.0,0.9615384615384616,6
154,norma-kamali,25,2011.1,1.0,0.96,6
155,antonio-marras,25,2011.0,0.9615384615384616,0.9215384615384615,5
156,j-w-anderson,25,2011.1,1.0,0.96,6
157,thom-browne,25,2011.1,1.0,0.96,6
158,jonathan-saunders,25,2004.0,0.625,0.585,3
159,osman,25,2010.0,0.8928571428571429,0.8528571428571429,4
160,y-3,24,2003.0,0.5714285714285714,0.5297619047619048,3
161,rebecca-taylor,24,2009.0,0.8,0.7583333333333334,4
162,jenny-packham,24,2012.0,1.0,0.9583333333333334,6
163,neil-barrett,24,2006.1,0.6857142857142857,0.6440476190476191,3
164,alexis-mabille,24,2011.0,0.9230769230769231,0.8814102564102565,4
165,gianfranco-ferre,24,2000.0,0.5,0.4583333333333333,2
166,giles-deacon,24,2004.1,0.6153846153846154,0.5737179487179488,3
167,veronique-leroy,24,2006.0,0.6666666666666666,0.625,3
168,topshop-unique,24,2006.0,0.6666666666666666,0.625,3
169,house-of-holland,24,2008.1,0.7741935483870968,0.7325268817204301,3
170,christophe-lemaire,23,2011.1,0.92,0.8765217391304349,4
171,trussardi,23,2000.1,0.48936170212765956,0.4458834412580943,2
172,mary-katrantzou,23,2009.1,0.7931034482758621,0.7496251874062969,3
173,behnaz-sarafpour,23,2001.1,0.5111111111111111,0.4676328502415459,2
174,vanessa-bruno,23,2009.1,0.7931034482758621,0.7496251874062969,3
175,emilia-wickstead,23,2012.1,1.0,0.9565217391304348,6
176,mm6-maison-martin-margiela,23,2012.0,0.9583333333333334,0.9148550724637682,5
177,jenni-kayne,23,2006.0,0.6388888888888888,0.5954106280193237,3
178,markus-lupfer,23,2001.0,0.5,0.4565217391304348,2
179,peter-pilotto,23,2009.0,0.7666666666666667,0.7231884057971015,3
180,nanette-lepore,23,2009.0,0.7666666666666667,0.7231884057971015,3
181,ashish,23,2005.0,0.6052631578947368,0.5617848970251716,3
182,elie-tahari,23,2007.1,0.696969696969697,0.6534914361001318,3
183,simone-rocha,23,2012.1,1.0,0.9565217391304348,6
184,sea,23,2012.1,1.0,0.9565217391304348,6
185,eudon-choi,22,2013.0,1.0,0.9545454545454546,6
186,tanya-taylor,22,2013.0,1.0,0.9545454545454546,6
187,richard-chai-love,22,2005.0,0.5789473684210527,0.5334928229665072,3
188,mulberry,22,2009.0,0.7333333333333333,0.6878787878787879,3
189,gabriele-colangelo,22,2010.0,0.7857142857142857,0.7402597402597403,3
190,mugler,22,1992.0,0.34375,0.29829545454545453,2
191,ralph-rucci,22,2004.1,0.5641025641025641,0.5186480186480187,3
192,dion-lee,22,2012.1,0.9565217391304348,0.9110671936758894,4
193,veronica-beard,22,2013.0,1.0,0.9545454545454546,6
194,sophia-kokosalaki,22,2001.0,0.4782608695652174,0.43280632411067194,2
195,yeohlee,22,2013.0,1.0,0.9545454545454546,6
196,alice-olivia,22,2010.1,0.8148148148148148,0.7693602693602694,4
197,erin-fetherston,22,2007.0,0.6470588235294118,0.6016042780748664,3
198,cacharel,22,2001.0,0.4782608695652174,0.43280632411067194,2
199,apiece-apart,22,2013.0,1.0,0.9545454545454546,6
200,alexandre-herchcovitch,22,2002.1,0.5116279069767442,0.46617336152219874,2
201,mara-hoffman,22,2012.1,0.9565217391304348,0.9110671936758894,4
202,alessandra-rich,22,2013.0,1.0,0.9545454545454546,6
203,tracy-reese,22,2007.1,0.6666666666666666,0.6212121212121212,3
204,d-g,22,2001.0,0.4782608695652174,0.43280632411067194,2
205,marco-de-vincenzo,21,2010.1,0.7777777777777778,0.7301587301587302,3
206,nicholas-k,21,2011.0,0.8076923076923077,0.76007326007326,4
207,vpl,21,2005.0,0.5526315789473685,0.5050125313283209,3
208,edeline-lee,21,2013.1,1.0,0.9523809523809523,6
209,tom-ford,21,2012.1,0.9130434782608695,0.865424430641822,4
210,costello-tagliapietra,21,2005.1,0.5675675675675675,0.5199485199485199,3
211,co,21,2013.0,0.9545454545454546,0.9069264069264069,4
212,imitation-of-christ,21,2001.0,0.45652173913043476,0.40890269151138714,2
213,jonathan-simkhai,21,2013.1,1.0,0.9523809523809523,6
214,elder-statesman,21,2013.1,1.0,0.9523809523809523,6
215,zuhair-murad,21,2013.1,1.0,0.9523809523809523,6
216,hugo-boss,21,2002.0,0.4772727272727273,0.4296536796536797,2
217,bill-blass,21,2000.0,0.4375,0.3898809523809524,2
218,milly,21,2009.0,0.7,0.6523809523809523,3
219,adeam,21,2013.0,0.9545454545454546,0.9069264069264069,4
220,clements-ribeiro,20,2000.0,0.4166666666666667,0.3666666666666667,2
221,emilio-de-la-morena,20,2011.0,0.7692307692307693,0.7192307692307692,3
222,alessandro-dell-acqua,20,2000.0,0.4166666666666667,0.3666666666666667,2
223,francesco-scognamiglio,20,2008.1,0.6451612903225806,0.5951612903225806,3
224,barbara-bui,20,2011.0,0.7692307692307693,0.7192307692307692,3
225,raquel-allegra,20,2013.0,0.9090909090909091,0.859090909090909,4
226,vionnet,20,2007.1,0.6060606060606061,0.556060606060606,3
227,manish-arora,20,2010.1,0.7407407407407407,0.6907407407407407,3
228,tsumori-chisato,20,2005.1,0.5405405405405406,0.4905405405405406,3
229,tod-s,20,2014.0,1.0,0.95,5
230,luella,20,2000.1,0.425531914893617,0.37553191489361704,2
231,philipp-plein,20,2013.1,0.9523809523809523,0.9023809523809523,4
232,rachel-antonoff,20,2013.1,0.9523809523809523,0.9023809523809523,4
233,zimmermann,20,2014.0,1.0,0.95,5
234,alexandre-vauthier,20,2014.0,1.0,0.95,5
235,jacquemus,20,2014.0,1.0,0.95,5
236,msgm,20,2014.0,1.0,0.95,5
237,just-cavalli,19,2007.1,0.5757575757575758,0.5231259968102073,3
238,cushnie-et-ochs,19,2009.1,0.6551724137931034,0.6025408348457351,3
239,marios-schwab,19,2006.1,0.5428571428571428,0.4902255639097744,3
240,a-detacher,19,2010.1,0.7037037037037037,0.6510721247563354,3
241,toga,19,2014.1,1.0,0.9473684210526316,5
242,aquilano-rimondi,19,2009.0,0.6333333333333333,0.5807017543859649,3
243,joseph,19,2011.1,0.76,0.7073684210526316,3
244,diesel-black-gold,19,2009.0,0.6333333333333333,0.5807017543859649,3
245,anrealage,19,2013.0,0.8636363636363636,0.8110047846889952,4
246,derek-lam-10-crosby,19,2012.0,0.7916666666666666,0.7390350877192982,3
247,rebecca-minkoff,19,2011.0,0.7307692307692307,0.6781376518218623,3
248,rachel-zoe,19,2011.1,0.76,0.7073684210526316,3
249,marques-almeida,19,2014.0,0.95,0.8973684210526316,4
250,nomia,19,2014.0,0.95,0.8973684210526316,4
251,tadashi-shoji,19,2012.1,0.8260869565217391,0.7734553775743707,4
252,m-patmos,19,2011.1,0.76,0.7073684210526316,3
253,olivier-theyskens,19,1998.1,0.37254901960784315,0.31991744066047473,2
254,red-valentino,19,2012.1,0.8260869565217391,0.7734553775743707,4
255,coach,19,2014.1,1.0,0.9473684210526316,5
256,maison-rabih-kayrouz,19,2013.1,0.9047619047619048,0.8521303258145363,4
257,zac-zac-posen,19,2011.0,0.7307692307692307,0.6781376518218623,3
258,maryam-nassir-zadeh,18,2015.0,1.0,0.9444444444444444,5
259,arthur-arbesser,18,2015.0,1.0,0.9444444444444444,5
260,6397,18,2015.0,1.0,0.9444444444444444,5
261,opening-ceremony,18,2012.0,0.75,0.6944444444444444,3
262,gary-graham,18,2002.1,0.4186046511627907,0.3630490956072352,2
263,melitta-baumeister,18,2015.0,1.0,0.9444444444444444,5
264,a-l-c-,18,2012.0,0.75,0.6944444444444444,3
265,richard-nicoll,18,2006.1,0.5142857142857142,0.45873015873015865,2
266,ruffian,18,2006.1,0.5142857142857142,0.45873015873015865,2
267,camilla-marc,18,2012.0,0.75,0.6944444444444444,3
268,luca-luca,18,2000.1,0.3829787234042553,0.32742316784869974,2
269,brunello-cucinelli,18,2015.0,1.0,0.9444444444444444,5
270,josie-natori,18,2012.0,0.75,0.6944444444444444,3
271,kate-spade-new-york,18,2013.0,0.8181818181818182,0.7626262626262627,4
272,a-p-c-,18,2012.1,0.782608695652174,0.7270531400966184,3
273,rosie-assoulin,18,2014.0,0.9,0.8444444444444444,4
274,wendy-nichol,18,2012.0,0.75,0.6944444444444444,3
275,rosetta-getty,18,2015.0,1.0,0.9444444444444444,5
276,ellery,18,2013.0,0.8181818181818182,0.7626262626262627,4
277,custo-barcelona,18,2011.0,0.6923076923076923,0.6367521367521367,3
278,ulla-johnson,18,2015.0,1.0,0.9444444444444444,5
279,off-white,18,2015.0,1.0,0.9444444444444444,5
280,nili-lotan,18,2015.0,1.0,0.9444444444444444,5
281,christian-lacroix,18,2000.0,0.375,0.3194444444444444,2
282,ohne-titel,18,2008.0,0.5625,0.5069444444444444,3
283,herve-leger-by-max-azria,18,2008.1,0.5806451612903226,0.525089605734767,3
284,juan-carlos-obando,18,2008.1,0.5806451612903226,0.525089605734767,3
285,pamella-roland,17,2013.0,0.7727272727272727,0.713903743315508,3
286,pam-gela,17,2012.1,0.7391304347826086,0.6803069053708439,3
287,a-w-a-k-e-,17,2013.1,0.8095238095238095,0.7507002801120448,4
288,united-bamboo,17,2004.1,0.4358974358974359,0.3770739064856712,2
289,guy-laroche,17,2012.1,0.7391304347826086,0.6803069053708439,3
290,catherine-malandrino,17,2002.1,0.3953488372093023,0.3365253077975376,2
291,belstaff,17,2007.0,0.5,0.4411764705882353,2
292,sally-lapointe,17,2013.0,0.7727272727272727,0.713903743315508,3
293,nellie-partow,17,2015.1,1.0,0.9411764705882353,5
294,stella-jean,17,2014.1,0.8947368421052632,0.8359133126934984,4
295,st-john,17,2011.1,0.68,0.6211764705882353,3
296,daryl-k,17,2000.0,0.3541666666666667,0.29534313725490197,2
297,tuleh,17,2000.0,0.3541666666666667,0.29534313725490197,2
298,mira-mikati,17,2015.1,1.0,0.9411764705882353,5
299,see-by-chloe,17,2012.1,0.7391304347826086,0.6803069053708439,3
300,paul-joe,17,2011.0,0.6538461538461539,0.5950226244343891,3
301,koche,16,2016.0,1.0,0.9375,5
302,todd-lynn,16,2007.0,0.47058823529411764,0.40808823529411764,2
303,gabriela-hearst,16,2016.0,1.0,0.9375,5
304,vetements,16,2015.0,0.8888888888888888,0.8263888888888888,4
305,zadig-voltaire,16,2013.0,0.7272727272727273,0.6647727272727273,3
306,trina-turk,16,2013.1,0.7619047619047619,0.6994047619047619,3
307,for-restless-sleepers,16,2016.0,1.0,0.9375,5
308,sophie-theallet,16,2009.0,0.5333333333333333,0.4708333333333333,3
309,organic-by-john-patrick,16,2009.0,0.5333333333333333,0.4708333333333333,3
310,band-of-outsiders,16,2008.1,0.5161290322580645,0.4536290322580645,2
311,eckhaus-latta,16,2016.0,1.0,0.9375,5
312,mark-fast,16,2009.1,0.5517241379310345,0.4892241379310345,3
313,area,16,2016.0,1.0,0.9375,5
314,assembly,16,2013.0,0.7272727272727273,0.6647727272727273,3
315,azzedine-alaia,16,1990.0,0.23529411764705882,0.17279411764705882,2
316,simon-miller,16,2016.0,1.0,0.9375,5
317,edun,16,2011.0,0.6153846153846154,0.5528846153846154,3
318,phoebe-english,16,2014.0,0.8,0.7375,3
319,creatures-of-wind,16,2011.1,0.64,0.5775,3
320,central-saint-martins,16,2006.1,0.45714285714285713,0.39464285714285713,2
321,doo-ri,16,2005.0,0.42105263157894735,0.35855263157894735,2
322,noir-kei-ninomiya,16,2016.0,1.0,0.9375,5
323,jeremy-laing,16,2006.0,0.4444444444444444,0.3819444444444444,2
324,piazza-sempione,16,2011.1,0.64,0.5775,3
325,monse,16,2016.0,1.0,0.9375,5
326,mother-of-pearl,16,2012.0,0.6666666666666666,0.6041666666666666,3
327,carven,16,2011.0,0.6153846153846154,0.5528846153846154,3
328,molly-goddard,16,2016.0,1.0,0.9375,5
329,lutz-huelle,16,2016.0,1.0,0.9375,5
330,brandon-maxwell,15,2016.0,0.9375,0.8708333333333333,4
331,escada,15,2013.0,0.6818181818181818,0.6151515151515151,3
332,t-by-alexander-wang,15,2011.0,0.5769230769230769,0.5102564102564102,3
333,talbot-runhof,15,2010.0,0.5357142857142857,0.46904761904761905,3
334,self-portrait,15,2016.1,1.0,0.9333333333333333,5
335,valentin-yudashkin,15,2013.0,0.6818181818181818,0.6151515151515151,3
336,moncler-gamme-rouge,15,2011.0,0.5769230769230769,0.5102564102564102,3
337,nehera,15,2016.1,1.0,0.9333333333333333,5
338,joie,15,2013.1,0.7142857142857143,0.6476190476190476,3
339,douglas-hannant,15,2007.1,0.45454545454545453,0.3878787878787879,2
340,j-crew,15,2010.1,0.5555555555555556,0.48888888888888893,3
341,marissa-webb,15,2013.0,0.6818181818181818,0.6151515151515151,3
342,issa,15,2009.0,0.5,0.43333333333333335,2
343,wunderkind,15,2005.0,0.39473684210526316,0.3280701754385965,2
344,cedric-charlier,15,2012.1,0.6521739130434783,0.5855072463768116,3
345,christian-wijnants,15,2013.1,0.7142857142857143,0.6476190476190476,3
346,rachel-roy,14,2008.0,0.4375,0.3660714285714286,2
347,timo-weiland,14,2011.0,0.5384615384615384,0.46703296703296704,2
348,julien-david,14,2011.1,0.56,0.48857142857142866,3
349,theory,14,2014.1,0.7368421052631579,0.6654135338345865,3
350,suno,14,2010.1,0.5185185185185185,0.4470899470899471,2
351,l-a-m-b-,14,2006.0,0.3888888888888889,0.31746031746031744,2
352,fausto-puglisi,14,2013.0,0.6363636363636364,0.564935064935065,3
353,meadham-kirchhoff,14,2008.1,0.45161290322580644,0.380184331797235,2
354,lisa-perry,14,2013.0,0.6363636363636364,0.564935064935065,3
355,johanna-ortiz,14,2017.0,1.0,0.9285714285714286,5
356,aquascutum,14,2005.1,0.3783783783783784,0.306949806949807,2
357,baja-east,14,2015.0,0.7777777777777778,0.7063492063492064,3
358,vena-cava,14,2006.1,0.4,0.3285714285714286,2
359,agnona,14,2014.0,0.7,0.6285714285714286,3
360,collette-dinnigan,14,2007.1,0.42424242424242425,0.3528138528138528,2
361,stephen-burrows,14,2004.0,0.35,0.2785714285714286,2
362,l-wren-scott,14,2007.1,0.42424242424242425,0.3528138528138528,2
363,ace-jig,14,2014.0,0.7,0.6285714285714286,3
364,lyn-devon,14,2009.1,0.4827586206896552,0.41133004926108374,2
365,carlos-miele,14,2007.0,0.4117647058823529,0.3403361344537815,2
366,ashley-williams,14,2015.0,0.7777777777777778,0.7063492063492064,3
367,damir-doma,14,2011.0,0.5384615384615384,0.46703296703296704,2
368,holly-fulton,14,2010.1,0.5185185185185185,0.4470899470899471,2
369,ermanno-scervino,14,2015.0,0.7777777777777778,0.7063492063492064,3
370,courreges,14,2016.0,0.875,0.8035714285714286,4
371,yang-li,13,2013.1,0.6190476190476191,0.5421245421245422,3
372,maki-oh,13,2013.0,0.5909090909090909,0.513986013986014,3
373,daks,13,2012.1,0.5652173913043478,0.48829431438127086,3
374,creatures-of-comfort,13,2012.1,0.5652173913043478,0.48829431438127086,3
375,vika-gazinskaya,13,2013.0,0.5909090909090909,0.513986013986014,3
376,paule-ka,13,2012.1,0.5652173913043478,0.48829431438127086,3
377,sass-bide,13,2011.0,0.5,0.4230769230769231,2
378,christopher-raeburn,13,2011.1,0.52,0.4430769230769231,2
379,steven-alan,13,2011.0,0.5,0.4230769230769231,2
380,banana-republic,13,2010.1,0.48148148148148145,0.4045584045584045,2
381,whistles,13,2014.0,0.65,0.573076923076923,3
382,charlotte-ronson,13,2009.1,0.4482758620689655,0.3713527851458886,2
383,wes-gordon,13,2011.0,0.5,0.4230769230769231,2
384,whit,13,2013.1,0.6190476190476191,0.5421245421245422,3
385,katie-gallagher,13,2013.0,0.5909090909090909,0.513986013986014,3
386,vivetta,13,2017.1,1.0,0.9230769230769231,5
387,ph5,13,2017.1,1.0,0.9230769230769231,5
388,attico,13,2017.0,0.9285714285714286,0.8516483516483517,4
389,atlein,13,2017.0,0.9285714285714286,0.8516483516483517,4
390,boudicca,13,2000.1,0.2765957446808511,0.19967266775777415,2
391,vaquera,13,2017.1,1.0,0.9230769230769231,5
392,khaite,13,2017.1,1.0,0.9230769230769231,5
393,kolor,13,2015.1,0.7647058823529411,0.6877828054298643,3
394,r13,13,2017.1,1.0,0.9230769230769231,5
395,margaret-howell,13,2017.1,1.0,0.9230769230769231,5
396,tess-giberson,13,2005.1,0.35135135135135137,0.27442827442827444,2
397,anne-valerie-hash,13,2008.0,0.40625,0.3293269230769231,2
398,sara-battaglia,13,2017.1,1.0,0.9230769230769231,5
399,pollini,13,2004.1,0.3333333333333333,0.2564102564102564,2
400,y-project,13,2016.1,0.8666666666666667,0.7897435897435898,4
401,rue-du-mail,13,2007.1,0.3939393939393939,0.317016317016317,2
402,brock-collection,13,2015.1,0.7647058823529411,0.6877828054298643,3
403,huishan-zhang,13,2016.1,0.8666666666666667,0.7897435897435898,4
404,adidas-by-stella-mccartney,13,2008.0,0.40625,0.3293269230769231,2
405,maurizio-pecoraro,13,2003.0,0.30952380952380953,0.2326007326007326,2
406,icb,12,2012.1,0.5217391304347826,0.4384057971014493,2
407,chris-benz,12,2007.1,0.36363636363636365,0.28030303030303033,2
408,hellessy,12,2015.0,0.6666666666666666,0.5833333333333333,3
409,palmerharding,12,2017.1,0.9230769230769231,0.8397435897435898,4
410,j-brand,12,2013.1,0.5714285714285714,0.4880952380952381,3
411,bernhard-willhelm,12,2001.1,0.26666666666666666,0.18333333333333335,2
412,kitx,12,2017.1,0.9230769230769231,0.8397435897435898,4
413,babyghost,12,2015.0,0.6666666666666666,0.5833333333333333,3
414,alyx,12,2016.1,0.8,0.7166666666666667,3
415,araks,12,2006.1,0.34285714285714286,0.25952380952380955,2
416,kiton,12,2016.1,0.8,0.7166666666666667,3
417,tome,12,2013.1,0.5714285714285714,0.4880952380952381,3
418,vfiles,12,2014.0,0.6,0.5166666666666666,3
419,victoria-victoria-beckham,12,2012.1,0.5217391304347826,0.4384057971014493,2
420,isa-arfen,12,2013.1,0.5714285714285714,0.4880952380952381,3
421,nicolas-andreas-taralis,12,2006.0,0.3333333333333333,0.25,2
422,ji-oh,12,2015.0,0.6666666666666666,0.5833333333333333,3
423,comme-des-garcons-comme-des-garcons,12,2014.1,0.631578947368421,0.5482456140350876,3
424,telfar,12,2015.0,0.6666666666666666,0.5833333333333333,3
425,marine-serre,12,2018.0,1.0,0.9166666666666666,5
426,delpozo,12,2014.0,0.6,0.5166666666666666,3
427,moschino-cheap-chic,12,2008.1,0.3870967741935484,0.30376344086021506,2
428,leonard,12,2014.1,0.631578947368421,0.5482456140350876,3
429,phi,12,2004.1,0.3076923076923077,0.2243589743589744,2
430,m-missoni,12,2014.1,0.631578947368421,0.5482456140350876,3
431,iris-van-herpen,12,2008.1,0.3870967741935484,0.30376344086021506,2
432,no-6,12,2015.0,0.6666666666666666,0.5833333333333333,3
433,maison-kitsune,12,2014.1,0.631578947368421,0.5482456140350876,3
434,rejina-pyo,12,2018.0,1.0,0.9166666666666666,5
435,basso-brooke,12,2005.1,0.32432432432432434,0.24099099099099103,2
436,elizabeth-james,12,2012.1,0.5217391304347826,0.4384057971014493,2
437,sandy-liang,12,2018.0,1.0,0.9166666666666666,5
438,calvin-luo,12,2018.0,1.0,0.9166666666666666,5
439,ys-yohji-yamamoto,11,2004.0,0.275,0.1840909090909091,2
440,alejandra-alonso-rojas,11,2017.1,0.8461538461538461,0.7552447552447552,4
441,la-doublej,11,2018.1,1.0,0.9090909090909091,4
442,sid-neigum,11,2016.1,0.7333333333333333,0.6424242424242423,3
443,saloni,11,2013.1,0.5238095238095238,0.4329004329004329,2
444,dundas,11,2018.1,1.0,0.9090909090909091,4
445,novis,11,2014.1,0.5789473684210527,0.4880382775119617,3
446,kim-shui,11,2018.1,1.0,0.9090909090909091,4
447,nanushka,11,2018.1,1.0,0.9090909090909091,4
448,audra,11,2015.1,0.6470588235294118,0.5561497326203209,3
449,matty-bovan,11,2018.1,1.0,0.9090909090909091,4
450,gypsy-sport,11,2016.1,0.7333333333333333,0.6424242424242423,3
451,juicy-couture,11,2012.0,0.4583333333333333,0.36742424242424243,2
452,jonathan-cohen,11,2018.0,0.9166666666666666,0.8257575757575757,4
453,beaufille,11,2015.1,0.6470588235294118,0.5561497326203209,3
454,osklen,11,2013.0,0.5,0.40909090909090906,2
455,faith-connexion,11,2015.1,0.6470588235294118,0.5561497326203209,3
456,frame-denim,11,2015.1,0.6470588235294118,0.5561497326203209,3
457,longchamp,11,2015.1,0.6470588235294118,0.5561497326203209,3
458,martine-sitbon,11,1997.1,0.20754716981132076,0.11663807890222985,1
459,thomas-tait,11,2011.1,0.44,0.3490909090909091,2
460,halpern,11,2018.0,0.9166666666666666,0.8257575757575757,4
461,limi-feu,11,2008.0,0.34375,0.25284090909090906,2
462,marchesa-notte,11,2015.1,0.6470588235294118,0.5561497326203209,3
463,tao,11,2006.0,0.3055555555555556,0.21464646464646467,2
464,jil-sander-navy,11,2012.0,0.4583333333333333,0.36742424242424243,2
465,batsheva,11,2018.1,1.0,0.9090909090909091,4
466,maiyet,11,2012.0,0.4583333333333333,0.36742424242424243,2
467,anthony-vaccarello,11,2011.1,0.44,0.3490909090909091,2
468,collina-strada,11,2018.1,1.0,0.9090909090909091,4
469,wayne,11,2010.0,0.39285714285714285,0.30194805194805197,2
470,christian-cowan,11,2018.1,1.0,0.9090909090909091,4
471,felder-felder,11,2011.1,0.44,0.3490909090909091,2
472,coperni,11,2015.0,0.6111111111111112,0.5202020202020202,3
473,christopher-esber,11,2013.1,0.5238095238095238,0.4329004329004329,2
474,bevza,11,2018.1,1.0,0.9090909090909091,4
475,barbara-casasola,10,2012.1,0.43478260869565216,0.33478260869565213,2
476,rhie,10,2014.0,0.5,0.4,2
477,adam-selman,10,2014.0,0.5,0.4,2
478,giulietta,10,2012.0,0.4166666666666667,0.31666666666666665,2
479,visvim,10,2014.0,0.5,0.4,2
480,richard-malone,10,2018.0,0.8333333333333334,0.7333333333333334,3
481,jean-pierre-braganza,10,2011.1,0.4,0.30000000000000004,2
482,reed-krakoff,10,2010.1,0.37037037037037035,0.27037037037037037,2
483,kwaidan-editions,10,2018.0,0.8333333333333334,0.7333333333333334,3
484,peter-do,10,2019.0,1.0,0.9,4
485,mame-kurogouchi,10,2019.0,1.0,0.9,4
486,nells-nelson,10,2019.0,1.0,0.9,4
487,ottolinger,10,2019.0,1.0,0.9,4
488,natasha-zinko,10,2017.0,0.7142857142857143,0.6142857142857143,3
489,max-azria,10,2007.0,0.29411764705882354,0.19411764705882353,2
490,each-other,10,2015.1,0.5882352941176471,0.4882352941176471,3
491,esteban-cortazar,10,2015.0,0.5555555555555556,0.4555555555555556,2
492,plan-c,10,2019.0,1.0,0.9,4
493,karl-lagerfeld,10,2006.1,0.2857142857142857,0.1857142857142857,2
494,giamba,10,2015.0,0.5555555555555556,0.4555555555555556,2
495,rta,10,2019.0,1.0,0.9,4
496,snow-xue-gao,10,2019.0,1.0,0.9,4
497,rodebjer,10,2013.0,0.45454545454545453,0.3545454545454545,2
498,mcq-alexander-mcqueen,10,2008.0,0.3125,0.2125,2
499,suzanne-rae,10,2015.1,0.5882352941176471,0.4882352941176471,3
500,anna-molinari,10,2000.0,0.20833333333333334,0.10833333333333334,1
501,albino,10,2009.1,0.3448275862068966,0.24482758620689657,2
502,laquan-smith,10,2019.0,1.0,0.9,4
503,kiko-kostadinov,10,2019.0,1.0,0.9,4
504,max-mara-atelier,10,2012.1,0.43478260869565216,0.33478260869565213,2
505,michael-van-der-ham,10,2011.0,0.38461538461538464,0.2846153846153846,2
506,fay,10,2014.1,0.5263157894736842,0.4263157894736842,2
507,les-copains,10,2014.1,0.5263157894736842,0.4263157894736842,2
508,priscavera,10,2018.1,0.9090909090909091,0.8090909090909091,4
509,richard-quinn,10,2018.1,0.9090909090909091,0.8090909090909091,4
510,victor-alfaro,10,2000.0,0.20833333333333334,0.10833333333333334,1
511,halston,10,2000.1,0.2127659574468085,0.1127659574468085,1
512,olympia-le-tan,10,2013.0,0.45454545454545453,0.3545454545454545,2
513,samuji,10,2014.1,0.5263157894736842,0.4263157894736842,2
514,pedro-lourenco,10,2010.1,0.37037037037037035,0.27037037037037037,2
515,nonoo,10,2012.1,0.43478260869565216,0.33478260869565213,2
516,schiaparelli,10,2016.1,0.6666666666666666,0.5666666666666667,3
517,cinq-a-sept,10,2016.1,0.6666666666666666,0.5666666666666667,3
518,chromat,10,2016.1,0.6666666666666666,0.5666666666666667,3
519,azzaro,10,2009.1,0.3448275862068966,0.24482758620689657,2
520,cerruti,9,1997.0,0.16666666666666666,0.05555555555555555,1
521,xulybet,9,1995.0,0.15517241379310345,0.04406130268199235,1
